,monocyte,plasma cell,fibroblast,macrophage
GOBP_SEROTONIN_TRANSPORT,0.5454545454545454,0.5,0.5,0.22727272727272727
GOBP_MITOCHONDRIAL_TRANSPORT,0.7978142076502732,0.6612021857923497,0.7868852459016393,0.5245901639344263
GOBP_TRICARBOXYLIC_ACID_TRANSPORT,0.8,0.8,0.8,0.8
GOBP_PYRUVATE_TRANSPORT,0.625,0.625,0.625,0.625
GOBP_MITOCHONDRIAL_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT,0.8181818181818182,0.7727272727272727,0.8636363636363636,0.5909090909090909
GOBP_XENOBIOTIC_TRANSMEMBRANE_TRANSPORT,0.9411764705882353,0.6470588235294118,0.9411764705882353,0.5294117647058824
GOBP_OLIGOPEPTIDE_TRANSPORT,0.8947368421052632,0.7894736842105263,0.8421052631578947,0.5789473684210527
GOBP_EXTRACELLULAR_TRANSPORT,0.6739130434782609,0.4782608695652174,0.6304347826086957,0.3695652173913043
GOBP_NUCLEOTIDE_TRANSPORT,0.8775510204081632,0.673469387755102,0.8163265306122449,0.5306122448979592
GOBP_AMINO_ACID_TRANSPORT,0.6770186335403726,0.5527950310559007,0.6086956521739131,0.45962732919254656
GOBP_GLUTAMINE_TRANSPORT,0.8,0.7,0.7,0.7
GOBP_INTRACELLULAR_IRON_ION_HOMEOSTASIS,0.7945205479452054,0.7123287671232876,0.7808219178082192,0.5753424657534246
GOBP_INTRACELLULAR_ZINC_ION_HOMEOSTASIS,0.75,0.6388888888888888,0.75,0.4444444444444444
GOBP_INTRACELLULAR_SODIUM_ION_HOMEOSTASIS,0.36363636363636365,0.36363636363636365,0.5,0.2727272727272727
GOBP_CELL_VOLUME_HOMEOSTASIS,0.8857142857142857,0.6285714285714286,0.7142857142857143,0.5142857142857142
GOBP_REGULATION_OF_PH,0.7596153846153846,0.5673076923076923,0.6730769230769231,0.5480769230769231
GOBP_INTRACELLULAR_PROTEIN_TRANSPORT,0.8590504451038575,0.7329376854599406,0.841246290801187,0.6261127596439169
GOBP_EXOCYTOSIS,0.7556179775280899,0.5898876404494382,0.6741573033707865,0.4550561797752809
GOBP_ENDOPLASMIC_RETICULUM_TO_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.8776978417266187,0.7841726618705036,0.8633093525179856,0.5971223021582733
GOBP_RETROGRADE_VESICLE_MEDIATED_TRANSPORT_GOLGI_TO_ENDOPLASMIC_RETICULUM,0.8653846153846154,0.8461538461538461,0.8846153846153846,0.5769230769230769
GOBP_INTRA_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.8235294117647058,0.7647058823529411,0.7941176470588235,0.5882352941176471
GOBP_POST_GOLGI_VESICLE_MEDIATED_TRANSPORT,0.9181818181818182,0.8454545454545455,0.9,0.6727272727272727
GOBP_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT,0.8769230769230769,0.8153846153846154,0.8615384615384616,0.6307692307692307
GOBP_GOLGI_TO_ENDOSOME_TRANSPORT,0.9411764705882353,0.8823529411764706,0.8823529411764706,0.7647058823529411
GOBP_GOLGI_TO_VACUOLE_TRANSPORT,0.95,0.8,0.9,0.55
GOBP_ENDOCYTOSIS,0.8008534850640113,0.6173541963015647,0.7339971550497866,0.5433854907539118
GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,0.7773584905660378,0.5773584905660377,0.7245283018867924,0.49433962264150944
GOBP_VESICLE_BUDDING_FROM_MEMBRANE,0.896551724137931,0.7816091954022989,0.896551724137931,0.6551724137931034
GOBP_VESICLE_COATING,0.9,0.75,0.875,0.675
GOBP_VESICLE_TARGETING,0.9253731343283582,0.7910447761194029,0.8805970149253731,0.7014925373134329
GOBP_VESICLE_DOCKING_INVOLVED_IN_EXOCYTOSIS,0.8857142857142857,0.6571428571428571,0.8285714285714286,0.42857142857142855
GOBP_PINOCYTOSIS,0.8636363636363636,0.5909090909090909,0.8181818181818182,0.6818181818181818
GOBP_PHAGOCYTOSIS,0.8132780082987552,0.6473029045643154,0.6804979253112033,0.5684647302904564
GOBP_PHAGOCYTOSIS_RECOGNITION,0.7241379310344828,0.3793103448275862,0.6896551724137931,0.5172413793103449
GOBP_PHAGOCYTOSIS_ENGULFMENT,0.82,0.74,0.58,0.54
GOBP_APOPTOTIC_PROCESS,0.7226166328600405,0.5740365111561866,0.6896551724137931,0.4918864097363083
GOBP_ACTIVATION_OF_CYSTEINE_TYPE_ENDOPEPTIDASE_ACTIVITY_INVOLVED_IN_APOPTOTIC_PROCESS,0.8194444444444444,0.6527777777777778,0.7222222222222222,0.5277777777777778
GOBP_CELLULAR_COMPONENT_DISASSEMBLY_INVOLVED_IN_EXECUTION_PHASE_OF_APOPTOSIS,0.7575757575757576,0.6363636363636364,0.7272727272727273,0.5757575757575758
GOBP_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS,0.8888888888888888,0.6666666666666666,0.7777777777777778,0.6666666666666666
GOBP_INFLAMMATORY_CELL_APOPTOTIC_PROCESS,0.6086956521739131,0.5652173913043478,0.4782608695652174,0.4782608695652174
GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION,0.7307692307692307,0.5,0.8076923076923077,0.5769230769230769
GOBP_SUBSTRATE_DEPENDENT_CELL_MIGRATION_CELL_EXTENSION,1.0,0.7777777777777778,1.0,0.8888888888888888
GOBP_MUSCLE_CONTRACTION,0.6190476190476191,0.43977591036414565,0.6190476190476191,0.33053221288515405
GOBP_REGULATION_OF_MUSCLE_CONTRACTION,0.5988372093023255,0.43023255813953487,0.5988372093023255,0.3372093023255814
GOBP_SMOOTH_MUSCLE_CONTRACTION,0.5412844036697247,0.3944954128440367,0.6146788990825688,0.3486238532110092
GOBP_REGULATION_OF_SMOOTH_MUSCLE_CONTRACTION,0.5245901639344263,0.4098360655737705,0.5573770491803278,0.3114754098360656
GOBP_STRIATED_MUSCLE_CONTRACTION,0.6476683937823834,0.47668393782383417,0.6269430051813472,0.3316062176165803
GOBP_REGULATION_OF_STRIATED_MUSCLE_CONTRACTION,0.66,0.47,0.66,0.35
GOBP_SYNCYTIUM_FORMATION,0.6567164179104478,0.40298507462686567,0.6716417910447762,0.417910447761194
GOBP_DEFENSE_RESPONSE,0.6650893796004206,0.5010515247108307,0.5872765509989485,0.43585699263932703
GOBP_ACUTE_PHASE_RESPONSE,0.7446808510638298,0.5531914893617021,0.6808510638297872,0.5319148936170213
GOBP_INFLAMMATORY_RESPONSE,0.6755260243632336,0.48726467331118495,0.5791805094130675,0.43410852713178294
GOBP_COMPLEMENT_ACTIVATION,0.7352941176470589,0.6029411764705882,0.6764705882352942,0.4852941176470588
GOBP_COMPLEMENT_ACTIVATION_ALTERNATIVE_PATHWAY,0.8333333333333334,0.6666666666666666,0.7222222222222222,0.5
GOBP_COMPLEMENT_ACTIVATION_CLASSICAL_PATHWAY,0.7619047619047619,0.7142857142857143,0.7380952380952381,0.5714285714285714
GOBP_HUMORAL_IMMUNE_RESPONSE,0.49825783972125437,0.3519163763066202,0.4076655052264808,0.289198606271777
GOBP_CELLULAR_DEFENSE_RESPONSE,0.6730769230769231,0.2692307692307692,0.4230769230769231,0.40384615384615385
GOBP_RESPONSE_TO_OSMOTIC_STRESS,0.8690476190476191,0.6666666666666666,0.7738095238095238,0.6666666666666666
GOBP_HYPOTONIC_RESPONSE,0.6923076923076923,0.6923076923076923,0.6923076923076923,0.6153846153846154
GOBP_HYPEROSMOTIC_RESPONSE,0.9259259259259259,0.7037037037037037,0.8518518518518519,0.7037037037037037
GOBP_DNA_DAMAGE_RESPONSE,0.8366445916114791,0.7152317880794702,0.7792494481236203,0.6401766004415012
GOBP_DNA_DAMAGE_RESPONSE_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR_RESULTING_IN_CELL_CYCLE_ARREST,0.8947368421052632,0.631578947368421,0.6842105263157895,0.6842105263157895
GOBP_RESPONSE_TO_OXIDATIVE_STRESS,0.7846534653465347,0.6584158415841584,0.7623762376237624,0.5816831683168316
GOBP_ER_OVERLOAD_RESPONSE,0.9090909090909091,0.9090909090909091,0.9090909090909091,0.9090909090909091
GOBP_ER_NUCLEUS_SIGNALING_PATHWAY,0.9375,0.9166666666666666,0.9166666666666666,0.8125
GOBP_RESPONSE_TO_STEROL_DEPLETION,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.7222222222222222
GOBP_NUCLEUS_ORGANIZATION,0.8066666666666666,0.7066666666666667,0.8133333333333334,0.6066666666666667
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION,0.8421052631578947,0.7192982456140351,0.8596491228070176,0.5964912280701754
GOBP_NUCLEAR_PORE_ORGANIZATION,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.9333333333333333
GOBP_NUCLEOLUS_ORGANIZATION,0.9444444444444444,0.8333333333333334,0.9444444444444444,0.6666666666666666
GOBP_MITOCHONDRION_ORGANIZATION,0.8099808061420346,0.6756238003838771,0.7754318618042226,0.5547024952015355
GOBP_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.7899159663865546,0.6386554621848739,0.7478991596638656,0.47058823529411764
GOBP_INNER_MITOCHONDRIAL_MEMBRANE_ORGANIZATION,0.8,0.6666666666666666,0.8,0.5111111111111111
GOBP_PLASMA_MEMBRANE_ORGANIZATION,0.7176470588235294,0.5,0.6647058823529411,0.45294117647058824
GOBP_CYTOSKELETON_ORGANIZATION,0.7370491803278688,0.5632786885245902,0.6963934426229508,0.5232786885245901
GOBP_ACTIN_FILAMENT_ORGANIZATION,0.7896995708154506,0.6244635193133047,0.740343347639485,0.572961373390558
GOBP_MICROTUBULE_BASED_PROCESS,0.7457805907172996,0.5664556962025317,0.7025316455696202,0.5168776371308017
GOBP_MICROTUBULE_BASED_MOVEMENT,0.6827586206896552,0.5011494252873563,0.6367816091954023,0.42528735632183906
GOBP_MICROTUBULE_DEPOLYMERIZATION,0.7659574468085106,0.44680851063829785,0.6808510638297872,0.6595744680851063
GOBP_MICROTUBULE_NUCLEATION,0.8666666666666667,0.8222222222222222,0.9111111111111111,0.6888888888888889
GOBP_TUBULIN_COMPLEX_ASSEMBLY,0.7777777777777778,0.5555555555555556,0.8888888888888888,0.3333333333333333
GOBP_POST_CHAPERONIN_TUBULIN_FOLDING_PATHWAY,0.8571428571428571,0.5714285714285714,0.8571428571428571,0.5714285714285714
GOBP_CYTOPLASM_ORGANIZATION,0.8666666666666667,0.5333333333333333,0.6666666666666666,0.4666666666666667
GOBP_ENDOPLASMIC_RETICULUM_ORGANIZATION,0.7941176470588235,0.6470588235294118,0.7745098039215687,0.49019607843137253
GOBP_GOLGI_ORGANIZATION,0.8343949044585988,0.7515923566878981,0.802547770700637,0.6050955414012739
GOBP_PEROXISOME_ORGANIZATION,0.8918918918918919,0.7837837837837838,0.8918918918918919,0.5675675675675675
GOBP_ENDOSOME_ORGANIZATION,0.8673469387755102,0.673469387755102,0.8673469387755102,0.5918367346938775
GOBP_VACUOLE_ORGANIZATION,0.891213389121339,0.694560669456067,0.8117154811715481,0.5941422594142259
GOBP_VACUOLAR_TRANSPORT,0.8786127167630058,0.7167630057803468,0.8554913294797688,0.6127167630057804
GOBP_VACUOLAR_ACIDIFICATION,0.8611111111111112,0.5833333333333334,0.6944444444444444,0.6944444444444444
GOBP_PROTEIN_CATABOLIC_PROCESS_IN_THE_VACUOLE,0.84,0.76,0.84,0.76
GOBP_LYSOSOMAL_TRANSPORT,0.8478260869565217,0.7028985507246377,0.8405797101449275,0.6014492753623188
GOBP_LYSOSOMAL_LUMEN_ACIDIFICATION,0.875,0.5833333333333334,0.6666666666666666,0.625
GOBP_CELL_CELL_JUNCTION_ASSEMBLY,0.6942675159235668,0.4968152866242038,0.6624203821656051,0.40764331210191085
GOBP_CELL_CYCLE,0.7565320665083135,0.6122327790973872,0.7214964370546318,0.5694774346793349
GOBP_SPINDLE_ORGANIZATION,0.82,0.615,0.76,0.63
GOBP_MITOTIC_SPINDLE_ORGANIZATION,0.8059701492537313,0.5970149253731343,0.753731343283582,0.6194029850746269
GOBP_SPINDLE_ASSEMBLY_INVOLVED_IN_FEMALE_MEIOSIS,0.8888888888888888,0.4444444444444444,0.5555555555555556,0.4444444444444444
GOBP_CHROMOSOME_SEGREGATION,0.7948717948717948,0.6363636363636364,0.7365967365967366,0.6317016317016317
GOBP_SISTER_CHROMATID_COHESION,0.7457627118644068,0.6610169491525424,0.711864406779661,0.5932203389830508
GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION,0.8235294117647058,0.7647058823529411,0.8235294117647058,0.7058823529411765
GOBP_MITOTIC_SISTER_CHROMATID_COHESION,0.8387096774193549,0.7741935483870968,0.7419354838709677,0.7419354838709677
GOBP_MITOTIC_CHROMOSOME_CONDENSATION,0.75,0.75,0.8,0.65
GOBP_MITOTIC_NUCLEAR_MEMBRANE_DISASSEMBLY,0.75,0.75,0.75,0.75
GOBP_MITOTIC_METAPHASE_CHROMOSOME_ALIGNMENT,0.746031746031746,0.5555555555555556,0.6349206349206349,0.6190476190476191
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION,0.7310924369747899,0.5378151260504201,0.6302521008403361,0.5378151260504201
GOBP_MITOTIC_CELL_CYCLE_CHECKPOINT_SIGNALING,0.8082191780821918,0.6438356164383562,0.678082191780822,0.6506849315068494
GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING,0.7297297297297297,0.6216216216216216,0.6216216216216216,0.6486486486486487
GOBP_REGULATION_OF_EXIT_FROM_MITOSIS,0.7222222222222222,0.6666666666666666,0.7222222222222222,0.4444444444444444
GOBP_NUCLEAR_MIGRATION,0.88,0.8,0.88,0.72
GOBP_HOMOLOGOUS_CHROMOSOME_PAIRING_AT_MEIOSIS,0.660377358490566,0.4528301886792453,0.5849056603773585,0.37735849056603776
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION,0.6545454545454545,0.36363636363636365,0.45454545454545453,0.4
GOBP_MALE_MEIOSIS_I,0.6428571428571429,0.39285714285714285,0.42857142857142855,0.35714285714285715
GOBP_FEMALE_MEIOTIC_NUCLEAR_DIVISION,0.717948717948718,0.48717948717948717,0.5641025641025641,0.38461538461538464
GOBP_FEMALE_MEIOSIS_I,0.7692307692307693,0.38461538461538464,0.5384615384615384,0.3076923076923077
GOBP_CELL_ADHESION,0.6874189364461738,0.49416342412451364,0.6465629053177692,0.4357976653696498
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES,0.4411764705882353,0.2823529411764706,0.43529411764705883,0.24705882352941178
GOBP_HETEROPHILIC_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES,0.6346153846153846,0.40384615384615385,0.5576923076923077,0.4230769230769231
GOBP_NEURON_CELL_CELL_ADHESION,0.625,0.5,0.6875,0.3125
GOBP_LEUKOCYTE_CELL_CELL_ADHESION,0.7388235294117647,0.56,0.6258823529411764,0.48705882352941177
GOBP_CELL_MATRIX_ADHESION,0.7717842323651453,0.5850622406639004,0.7842323651452282,0.5560165975103735
GOBP_NEGATIVE_REGULATION_OF_CELL_ADHESION,0.7115384615384616,0.5160256410256411,0.6506410256410257,0.47115384615384615
GOBP_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,0.8070175438596491,0.631578947368421,0.7894736842105263,0.6008771929824561
GOBP_ESTABLISHMENT_OF_TISSUE_POLARITY,0.7027027027027027,0.4864864864864865,0.6486486486486487,0.32432432432432434
GOBP_ENZYME_LINKED_RECEPTOR_PROTEIN_SIGNALING_PATHWAY,0.6788111217641419,0.5091083413231065,0.6855225311601151,0.4592521572387344
GOBP_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY,0.45454545454545453,0.18181818181818182,0.36363636363636365,0.09090909090909091
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_KINASE_SIGNALING_PATHWAY,0.7116564417177914,0.5322085889570553,0.7162576687116564,0.4815950920245399
GOBP_ACTIVATION_OF_TRANSMEMBRANE_RECEPTOR_PROTEIN_TYROSINE_KINASE_ACTIVITY,0.8333333333333334,0.5,0.8333333333333334,0.5
GOBP_SIGNAL_COMPLEX_ASSEMBLY,0.75,0.75,0.75,0.625
GOBP_EPIDERMAL_GROWTH_FACTOR_RECEPTOR_SIGNALING_PATHWAY,0.7767857142857143,0.6071428571428571,0.7678571428571429,0.5803571428571429
GOBP_NEGATIVE_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,0.9230769230769231,0.5384615384615384,0.9230769230769231,0.6153846153846154
GOBP_REGULATION_OF_EPIDERMAL_GROWTH_FACTOR_ACTIVATED_RECEPTOR_ACTIVITY,0.9411764705882353,0.6470588235294118,0.8823529411764706,0.6470588235294118
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_SERINE_THREONINE_KINASE_SIGNALING_PATHWAY,0.624113475177305,0.475177304964539,0.640661938534279,0.41843971631205673
GOBP_TRANSFORMING_GROWTH_FACTOR_BETA_RECEPTOR_SIGNALING_PATHWAY,0.672,0.5,0.684,0.444
GOBP_CELL_SURFACE_RECEPTOR_PROTEIN_TYROSINE_PHOSPHATASE_SIGNALING_PATHWAY,0.8333333333333334,0.6666666666666666,1.0,0.6666666666666666
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.35730507191521577,0.22255866767600302,0.31037093111279335,0.186222558667676
GOBP_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY_COUPLED_TO_CYCLIC_NUCLEOTIDE_SECOND_MESSENGER,0.44642857142857145,0.16071428571428573,0.39285714285714285,0.16071428571428573
GOBP_ADENYLATE_CYCLASE_MODULATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.5610687022900763,0.33969465648854963,0.48854961832061067,0.2786259541984733
GOBP_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.5614035087719298,0.38011695906432746,0.5087719298245614,0.2807017543859649
GOBP_ACTIVATION_OF_ADENYLATE_CYCLASE_ACTIVITY,0.5416666666666666,0.2916666666666667,0.4166666666666667,0.20833333333333334
GOBP_ADENYLATE_CYCLASE_ACTIVATING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,0.6,0.5,0.8,0.4
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.5375,0.25,0.475,0.2625
GOBP_ADENYLATE_CYCLASE_INHIBITING_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,0.6666666666666666,0.3333333333333333,0.8333333333333334,0.16666666666666666
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,0.5555555555555556,0.2222222222222222,0.3333333333333333,0.2222222222222222
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,0.5,0.25,0.25,0.25
GOBP_ADENYLATE_CYCLASE_INHIBITING_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY,0.14285714285714285,0.0,0.14285714285714285,0.0
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.6,0.3,0.475,0.30833333333333335
GOBP_ACTIVATION_OF_PHOSPHOLIPASE_C_ACTIVITY,0.7916666666666666,0.4166666666666667,0.5416666666666666,0.4583333333333333
GOBP_POSITIVE_REGULATION_OF_CYTOSOLIC_CALCIUM_ION_CONCENTRATION,0.6190476190476191,0.34523809523809523,0.5,0.2916666666666667
GOBP_PROTEIN_KINASE_C_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,0.7407407407407407,0.48148148148148145,0.5925925925925926,0.4074074074074074
GOBP_PHOSPHOLIPASE_C_ACTIVATING_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,0.875,0.5,0.625,0.5
GOBP_SEROTONIN_RECEPTOR_SIGNALING_PATHWAY,0.2222222222222222,0.0,0.2222222222222222,0.2222222222222222
GOBP_DOPAMINE_RECEPTOR_SIGNALING_PATHWAY,0.775,0.55,0.775,0.425
GOBP_G_PROTEIN_COUPLED_ACETYLCHOLINE_RECEPTOR_SIGNALING_PATHWAY,0.6666666666666666,0.47619047619047616,0.5238095238095238,0.42857142857142855
GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY,0.4827586206896552,0.3103448275862069,0.4482758620689655,0.3103448275862069
GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,0.75,0.46153846153846156,0.6923076923076923,0.3076923076923077
GOBP_G_PROTEIN_COUPLED_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY,0.7333333333333333,0.3333333333333333,0.5333333333333333,0.3333333333333333
GOBP_TACHYKININ_RECEPTOR_SIGNALING_PATHWAY,0.25,0.5,0.375,0.375
GOBP_NEUROPEPTIDE_SIGNALING_PATHWAY,0.25225225225225223,0.11711711711711711,0.25225225225225223,0.07207207207207207
GOBP_NOTCH_SIGNALING_PATHWAY,0.6739130434782609,0.5163043478260869,0.7228260869565217,0.44565217391304346
GOBP_NOTCH_RECEPTOR_PROCESSING,0.7777777777777778,0.6666666666666666,0.8888888888888888,0.5555555555555556
GOBP_POSITIVE_REGULATION_OF_TRANSCRIPTION_OF_NOTCH_RECEPTOR_TARGET,0.8571428571428571,0.8571428571428571,1.0,0.8571428571428571
GOBP_WNT_SIGNALING_PATHWAY_CALCIUM_MODULATING_PATHWAY,0.8,0.2,0.6,0.2
GOBP_SMOOTHENED_SIGNALING_PATHWAY,0.6959459459459459,0.5135135135135135,0.7567567567567568,0.40540540540540543
GOBP_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,0.8053097345132744,0.6194690265486725,0.8053097345132744,0.6106194690265486
GOBP_OSMOSENSORY_SIGNALING_PATHWAY,1.0,0.625,0.75,0.75
GOBP_CANONICAL_NF_KAPPAB_SIGNAL_TRANSDUCTION,0.8089171974522293,0.6369426751592356,0.7420382165605095,0.554140127388535
GOBP_ACTIVATION_OF_NF_KAPPAB_INDUCING_KINASE_ACTIVITY,0.7,0.3,0.6,0.2
GOBP_I_KAPPAB_PHOSPHORYLATION,0.8125,0.5625,0.75,0.5
GOBP_CYTOPLASMIC_SEQUESTERING_OF_NF_KAPPAB,1.0,0.6666666666666666,0.8333333333333334,0.6666666666666666
GOBP_JNK_CASCADE,0.8497109826589595,0.6473988439306358,0.7283236994219653,0.5722543352601156
GOBP_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN,0.5625,0.475,0.4875,0.4
GOBP_NITRIC_OXIDE_MEDIATED_SIGNAL_TRANSDUCTION,0.5416666666666666,0.5,0.6666666666666666,0.5
GOBP_SMALL_GTPASE_MEDIATED_SIGNAL_TRANSDUCTION,0.8585657370517928,0.6912350597609562,0.8007968127490039,0.601593625498008
GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,0.859504132231405,0.6446280991735537,0.8181818181818182,0.5289256198347108
GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION,0.7959183673469388,0.6530612244897959,0.7414965986394558,0.5918367346938775
GOBP_CELL_CELL_SIGNALING,0.6004548900682335,0.4275966641394996,0.5799848369977255,0.34723275208491283
GOBP_NEUROTRANSMITTER_SECRETION,0.6756756756756757,0.4527027027027027,0.6081081081081081,0.3783783783783784
GOBP_NEURON_NEURON_SYNAPTIC_TRANSMISSION,0.75,0.75,0.625,0.75
GOBP_SYNAPTIC_TRANSMISSION_CHOLINERGIC,0.53125,0.3125,0.5,0.15625
GOBP_ENSHEATHMENT_OF_NEURONS,0.759493670886076,0.5949367088607594,0.7531645569620253,0.5443037974683544
GOBP_NEUROMUSCULAR_SYNAPTIC_TRANSMISSION,0.4838709677419355,0.2903225806451613,0.4838709677419355,0.16129032258064516
GOBP_GAMETE_GENERATION,0.6155717761557178,0.4537712895377129,0.5778588807785888,0.40145985401459855
GOBP_SPERM_AXONEME_ASSEMBLY,0.65625,0.46875,0.6875,0.4375
GOBP_SPERMATID_NUCLEUS_DIFFERENTIATION,0.5555555555555556,0.4444444444444444,0.5555555555555556,0.37037037037037035
GOBP_FEMALE_GAMETE_GENERATION,0.6347305389221557,0.4311377245508982,0.5808383233532934,0.3592814371257485
GOBP_OOCYTE_CONSTRUCTION,0.75,0.375,0.5,0.25
GOBP_OOCYTE_ANTERIOR_POSTERIOR_AXIS_SPECIFICATION,0.8333333333333334,0.3333333333333333,0.3333333333333333,0.16666666666666666
GOBP_INSEMINATION,0.46153846153846156,0.38461538461538464,0.46153846153846156,0.07692307692307693
GOBP_SINGLE_FERTILIZATION,0.5235294117647059,0.3058823529411765,0.4470588235294118,0.28823529411764703
GOBP_BINDING_OF_SPERM_TO_ZONA_PELLUCIDA,0.5789473684210527,0.2631578947368421,0.47368421052631576,0.23684210526315788
GOBP_ACROSOME_REACTION,0.5365853658536586,0.2926829268292683,0.43902439024390244,0.24390243902439024
GOBP_PENETRATION_OF_ZONA_PELLUCIDA,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.3333333333333333
GOBP_EGG_ACTIVATION,0.45454545454545453,0.36363636363636365,0.5454545454545454,0.36363636363636365
GOBP_REGULATION_OF_MITOTIC_CELL_CYCLE,0.7664783427495292,0.623352165725047,0.6986817325800376,0.5819209039548022
GOBP_BLASTODERM_SEGMENTATION,0.68,0.4,0.52,0.36
GOBP_TRIPARTITE_REGIONAL_SUBDIVISION,0.6,0.4,0.4,0.35
GOBP_ZYGOTIC_DETERMINATION_OF_ANTERIOR_POSTERIOR_AXIS_EMBRYO,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333
GOBP_THORAX_AND_ANTERIOR_ABDOMEN_DETERMINATION,0.2,0.4,0.2,0.2
GOBP_GASTRULATION,0.6417910447761194,0.4975124378109453,0.6616915422885572,0.46766169154228854
GOBP_SEGMENT_SPECIFICATION,0.35294117647058826,0.29411764705882354,0.5294117647058824,0.29411764705882354
GOBP_COMPARTMENT_PATTERN_SPECIFICATION,0.6,0.6,0.8,0.4
GOBP_PATTERN_SPECIFICATION_PROCESS,0.5433403805496829,0.4080338266384778,0.5792811839323467,0.3678646934460888
GOBP_ECTODERM_DEVELOPMENT,0.7142857142857143,0.5714285714285714,0.6666666666666666,0.42857142857142855
GOBP_NEUROBLAST_PROLIFERATION,0.5903614457831325,0.5060240963855421,0.6987951807228916,0.4457831325301205
GOBP_NEGATIVE_REGULATION_OF_NEUROBLAST_PROLIFERATION,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.5833333333333334
GOBP_AXONAL_FASCICULATION,0.7,0.45,0.55,0.35
GOBP_SYNAPSE_ASSEMBLY,0.6203703703703703,0.4444444444444444,0.6342592592592593,0.3611111111111111
GOBP_CENTRAL_NERVOUS_SYSTEM_DEVELOPMENT,0.6624879459980714,0.5178399228543876,0.6740597878495661,0.4445515911282546
GOBP_VENTRAL_MIDLINE_DEVELOPMENT,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.16666666666666666
GOBP_PERIPHERAL_NERVOUS_SYSTEM_DEVELOPMENT,0.7093023255813954,0.5,0.686046511627907,0.38372093023255816
GOBP_SENSORY_ORGAN_DEVELOPMENT,0.5598650927487352,0.44013490725126475,0.5919055649241147,0.38954468802698144
GOBP_SALIVARY_GLAND_DEVELOPMENT,0.7297297297297297,0.5675675675675675,0.7297297297297297,0.4594594594594595
GOBP_FOREGUT_MORPHOGENESIS,0.9,0.7,1.0,0.8
