,CD8 T,Mono,B,DC,NK,other T,CD4 T
USP38-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUSBP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FREM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GYPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMAA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF827,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC10A7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM184C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGAP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NR3C2,1.674925,0.0,0.0,0.0,0.0,1.6527255,1.4943905
DCLK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3D19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FHIP1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GATB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02273,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TLR2,0.0,2.0566502,0.0,0.9828651,0.0,0.0,0.0
RNF175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCHS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUCY1A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUCY1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTSO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GASK1B-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM144,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETFDH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPID,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCHF1,0.0,2.056254,2.6823452,2.0758948,0.0,0.0,0.0
MSMO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPOCK3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PALLD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3RF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALNTL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALNT7-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPGD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GLRA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPM6A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGA-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN2AIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ING2-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02362,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRIMPOL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL1,0.0,1.6991459,0.0,0.0,0.0,0.0,0.0
CFAP97,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UFSP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP96,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SORBS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP4V2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLKB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRG1-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AHRR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDHHC11B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDHHC11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC101929200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02102,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA5A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD33B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTNND2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIO,0.0,1.3659084,1.8878847,1.6870186,0.0,0.0,0.0
LINC02150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RETREG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RETREG1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASP1,0.0,0.0,0.0,0.6590337,0.0,0.0,0.0
LINC02100,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02899,0.0,0.0,0.0,0.8916964,0.0,0.0,0.0
PURPL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5orf22,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDZD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC124900637,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AMACR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1QTNF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAI14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC23L,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRIX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRLR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPEF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL7R,2.1942277,0.0,0.0,0.0,0.0,2.7077703,2.3306916
NADK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPLANE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DAB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTC33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC152,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SELENOP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIM1K,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCL28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5orf34,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NNT-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS30-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PELO-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PELO,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GZMK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GZMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLPP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC38A9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL6ST,1.2803996,0.0,0.0,0.7470098,0.0,0.0,1.600222
LOC105378976,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C5orf67,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB3C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE4D,1.2683356,0.0,0.0,0.0,1.7611761,2.429391,0.0
DEPDC1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ELOVL7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFAF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSWIM6,0.0,2.7043662,1.0875362,1.8873022,0.0,0.0,0.0
DIMT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CWC27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAMTS6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SHLD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAST4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDK7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC125,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AK6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TAF9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OCLN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2H2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERF1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERF1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GTF2H2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARHGEF28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NSA2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM169A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F2R,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S100Z,0.0,0.99339664,0.0,0.0,0.0,0.0,0.0
ZBED3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LHFPL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HOMER1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMYA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTX3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
THBS4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERINC5,2.2668567,0.0,0.0,0.0,0.0,0.0,2.4976985
LINC01337,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DHFR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASGRF2,1.3192132,0.0,0.0,0.0,0.0,1.4984248,0.0
CKMT2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZCCHC9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SSBP2,0.0,1.5984885,2.2884872,1.3153112,0.0,0.0,1.4774609
ATG10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XRCC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VCAN,0.0,3.7950006,0.0,0.0,0.0,0.0,0.0
MIR4280HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM161B-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEF2C,0.0,1.4024274,2.7300396,2.2395978,0.0,0.0,0.0
MEF2C-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02161,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MBLAC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR3G,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LUCAT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ARRDC3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLF1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCTP1,0.0,2.0558577,0.0,1.8450186,0.0,0.0,0.0
ARSK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHOBTB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIX1-AS1,0.0,0.0,2.611999,0.0,0.0,0.0,0.0
LIX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RIOK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGMB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100289230,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM174A-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM174A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLCO4C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAM,0.0,0.0,0.0,0.0,1.9150145,1.4614842,0.0
GIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFNA5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FER,0.0,0.5795171,0.0,0.86925673,0.0,0.0,0.0
LOC285638,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM232,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMK4,2.8644762,0.0,0.0,0.0,0.0,2.5247402,2.9064126
STARD4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TICAM2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMMD10,0.0,0.9323982,0.0,1.0541103,0.0,0.0,0.0
LINC02208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTWD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DMXL1-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRFBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNX24,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF608,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GRAMD2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH7A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PHAX,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MARCHF3,0.0,0.0,1.4292607,0.0,0.0,0.0,0.0
C5orf63,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC12A2-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC12A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISOC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHSY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEIKIN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACSL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3936HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARINH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSTL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF7,1.8296161,0.0,0.0,0.0,0.0,1.4792906,1.861718
CDKL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATSPER3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMAD5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPOCK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKD2L2-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EGR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MZB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CXXC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC124900193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HBEGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKHD1-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PCDHGA10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDFIP1,1.4681345,0.0,0.0,0.82822067,0.0,0.0,1.5733194
ARHGAP26,1.6854056,3.1963992,0.0,2.1584492,2.4890418,2.097768,0.0
YIPF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRELID2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLAC8L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPP2R2B,0.0,0.0,0.0,0.0,1.7150308,0.0,0.0
JAKMIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBXO38-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ABLIM3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDGFRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD74,0.0,2.5872047,3.4164112,3.924652,0.0,0.0,0.0
SPARC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01933,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM114A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAXDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GEMIN5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGCD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TIMD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HAVCR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITK,1.7564029,0.0,0.0,0.0,1.2239732,0.0,1.8081968
ADAM19,0.0,0.0,2.1021698,0.6067833,0.0,0.0,0.0
EBF1,0.0,0.0,2.785717,0.0,0.0,0.0,0.0
IL12B-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNJL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GABRB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNG1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WWC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPDL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANBP17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBTD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP1,0.0,2.418139,0.83729124,1.4576163,0.0,1.415175,0.0
THOC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DBN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM153A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM153CP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF354C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRNIP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF130,0.0,2.0498898,0.0,2.0450995,0.0,0.0,0.0
GFPT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLT4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01962,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMDS-DT,0.0,0.0,0.0,0.9633086,0.0,0.0,0.0
SLC22A23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ECI2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYRM4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYRM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F13A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY86-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY86,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TXNDC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BLOC1S5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EEF1E1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HULC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GCNT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SYCP2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM170B,0.0,1.8721972,0.0,0.6942499,0.0,0.0,0.0
ADTRP,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HIVEP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GFOD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIRT5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD83,0.0,1.8111874,2.208684,1.7066736,0.0,0.0,0.0
JARID2,0.0,3.1451097,1.6489818,2.2391295,1.4806008,0.0,0.0
KIF13A,0.0,1.4236114,0.0,0.0,0.0,0.0,0.0
RNF144B,0.0,0.0,0.0,0.619919,0.0,0.0,0.0
LOC105374971,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCDC2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPLD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALDH5A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIAA0319,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TDP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACOT13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMNN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CARMIL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H4C3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2BC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2AC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2BC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2BC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00240,0.0,0.0,0.0,0.0,0.0,0.0,0.0
H2BC11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01012,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZSCAN16-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGBD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-F-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRIM39,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPP21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MPIG6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPA1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNHG32,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNXB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCG23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DRA,0.0,1.2852669,1.7700114,2.7544944,0.0,0.0,0.0
HLA-DRB1,0.0,1.9877937,2.3588278,3.3317645,0.0,0.0,0.0
HLA-DQA1,0.0,0.0,0.0,1.5977284,0.0,0.0,0.0
HLA-DQB1,0.0,1.2325993,1.939254,2.4422328,0.0,0.0,0.0
HLA-DOB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HLA-DMB,0.0,0.0,1.4407178,1.7019362,0.0,0.0,0.0
HLA-DOA,0.0,0.0,0.0,0.72071874,0.0,0.0,0.0
HLA-DPB1,0.0,0.8980278,1.728615,2.4344487,0.0,0.0,0.0
SMIM29-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RPS10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PACSIN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FKBP5,1.2796497,1.0468276,0.0,1.2804465,0.0,0.0,1.4336234
BRPF3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PNPLA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKN1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPNE5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PI16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D22B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC167,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02520,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MDGA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRFN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
USP49,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GUCA1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLC4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SUPT3H,0.0,0.0,0.0,0.89572805,0.0,0.0,0.0
RUNX2,0.0,0.0,0.0,1.7585866,0.0,1.6033856,0.0
CLIC5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENPP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENPP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RCAN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF21,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTCHD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMUT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CENPQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAQR8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFHC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM14A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CILK1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC124901333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRRC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DST,0.0,0.0,0.0,1.650837,0.0,0.0,0.0
BAG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PRIM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KHDRBS2,0.0,0.0,2.5667975,0.0,0.0,0.0,0.0
ADGRB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL19A1,0.0,0.0,2.8242235,0.0,0.0,0.0,0.0
