,CD8 T,Mono,B,DC,NK,other T,CD4 T
DRC8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SMYD3,2.0924559,0.0,1.3788223,0.8863379,2.3403172,1.9945923,1.8300554
TFB2M,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF670,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLRP3,0.0,1.0541407,0.0,0.0,0.0,0.0,0.0
TRIM58,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNTG2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC105373390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01250,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALLC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMPK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RSAD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF144A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC00299,0.0,0.0,0.0,0.0,1.6382074,0.0,0.0
ID2,0.0,0.0,0.0,0.801804,0.0,0.0,0.0
MBOAT2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPSF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GREB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR3681HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYRIA,0.0,1.9553117,0.0,1.27239,0.0,0.0,0.0
SMC6,0.0,0.0,1.2890958,0.0,0.0,0.0,0.0
GEN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDH14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01376,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LDAH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHL29,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADCY3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAJC27-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DTNB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADGRF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IFT172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF512,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBKS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FOSL2,0.0,1.4114106,0.0,0.88137925,0.0,0.0,0.0
SPDYA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TOGARAM2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALNT14,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LTBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RASGRP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01317,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRIM1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPATCH11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NDUFAF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC03063,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RMDN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP1B1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYP1B1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNRNPLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CDKL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP4K3-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC8A1,0.0,2.9201388,0.0,2.8294315,0.0,0.0,0.0
EML4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC107985876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEKHH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYNC2LI1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAMKMT,1.507118,0.90938675,0.0,1.08906,0.0,1.268703,1.5068445
SRBD1,0.0,0.0,0.0,0.6885543,0.0,0.0,0.0
PRKCE,0.0,1.1196463,2.2429469,1.2156482,0.0,0.0,0.0
EPAS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATP6V1E2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PIGF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01118,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SOCS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCFD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STPG4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MSH2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC105374593,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STON1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STON1-GTF2A1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NRXN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC105369165,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ERLEC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACYP2,0.0,0.0,1.2121546,0.0,0.0,0.0,0.0
EML6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CLHC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC88A,0.0,1.7274094,0.0,2.7250848,0.0,0.0,0.0
CFAP36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANCL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01793,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4432HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BCL11A,0.0,0.0,1.8512362,1.1491544,0.0,0.0,0.0
PUS10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PEX13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SANBR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAM161A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COMMD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EHBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDPCP,0.0,0.0,0.0,0.8343673,0.0,0.0,0.0
MDH1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PELI1,0.0,1.4500142,1.9907624,0.0,0.0,0.0,1.4837564
LINC01800,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02245,0.0,0.0,0.0,0.70461625,0.0,0.0,0.0
SPRED2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MEIS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01829,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ETAA1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAAF10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLEK,0.0,1.6601027,0.0,1.5408839,1.2813383,0.0,0.0
APLF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NFU1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNRNP27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MXD1,0.0,1.4854062,0.0,0.599346,0.0,0.0,0.0
PCYOX1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TGFA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAIP2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DYSF,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXOC6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAB11FIP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA4F,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HK2,0.0,0.9680934,0.0,0.0,0.0,0.0,0.0
TACR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TACR1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPL19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DNAH6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRABD2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCF7L1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GNLY,0.0,0.0,0.0,0.0,2.1861608,0.0,0.0
POLR1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF103-CHMP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RNF103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD8B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLGLB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANAPC1P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYTOR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCAL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EIF2AK3,0.0,0.0,2.3273454,0.0,0.0,0.0,0.0
RPIA,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IGKC,0.0,0.0,1.2012382,0.0,0.0,0.0,0.0
MAL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF892,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DUSP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITPRIPL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCAPH,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LMAN2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CNNM4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SEMA4C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FAHD2B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD36,1.7002423,0.0,0.0,0.0,1.3497151,1.5616077,1.6100782
LOC100506076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
APPAT,1.3692884,0.0,0.0,0.0,0.0,0.0,1.2301085
ANKRD36B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf92,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02611,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TSGA10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf15,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIPT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFF3,0.0,0.0,4.2958183,2.9094145,0.0,0.0,0.0
LONRF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPAS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TBC1D8,0.0,0.86873424,0.0,0.0,0.0,0.0,0.0
RFX8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL18R1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL18RAP,0.0,0.0,0.0,0.0,1.2298515,0.0,0.0
TMEM182,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MRPS9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LIMS1,0.0,1.1058645,0.0,0.7881193,0.0,0.0,0.0
CCDC138,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EDAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH3RF3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NPHP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BUB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MIR4435-2HG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MERTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FBLN7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RGPD8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POLR1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC02966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNG1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RABL2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACTR3-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DPP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2orf76,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPB41L5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NIFK-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GYPC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC03124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCKAP5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MGAT5,1.2343236,0.0,2.2358274,0.83087987,0.0,1.5641425,1.4275725
TMEM163,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNT2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZRANB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MCM6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DARS1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HNMT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPOPL-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LRP1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KYNU,0.0,1.595035,1.1647345,1.4658672,0.0,0.0,0.0
QTMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEB2,0.0,3.6636527,1.7481267,2.846216,2.7707157,0.0,0.0
TEX41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVR2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF5C-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KIF5C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LYPD6B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MMADHC-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM43,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMI,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CACNB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FMNL2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GALNT13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVR1C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACVR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UPP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC148,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PKP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TANC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDSUB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LY75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC4A10,0.0,0.0,0.0,0.0,0.0,2.1369839,0.0
DPP4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COBLL1,0.0,0.0,1.5007901,0.0,0.0,0.0,0.0
SLC38A11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCN3A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCN2A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCN9A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B3GALT1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BBS5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CFAP210,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KLHL23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYO3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DCAF17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METAP1D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITGA6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAPGEF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCRN3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR155,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHN1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MTX2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC100130691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OSBPL6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTN,0.0,0.0,1.6700068,0.0,0.0,0.0,0.0
CCDC141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SESTD1,0.0,1.315012,1.4496397,0.0,0.0,0.0,0.0
LINC01934,1.535358,0.0,0.0,0.0,0.0,0.0,0.0
ITGA4,2.194385,1.73167,1.9536644,2.0742455,1.703083,1.6402146,1.7291868
PDE1A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCKAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NUP35,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF804A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSIP2-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FSIP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01473,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCRL-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CALCRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL5A2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC40A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ASNSD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKAR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AKAP19,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEMP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEMP2-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NAB1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAT1,0.0,1.0277203,0.0,0.8399378,0.0,0.0,0.0
STAT4-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STAT4,2.367985,0.0,0.0,0.0,2.7471774,2.3614337,1.8525949
MYO1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CAVIN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC39A10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCDC150,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD44-IT1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HSPE1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOB4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RFTN2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BOLL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PLCL1,0.0,0.0,0.0,0.0,0.0,0.0,1.9793868
SATB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FTCDNL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC101927687,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TYW5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAIP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATS2L,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCTD18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPIL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FLACC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
STRADB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CATSPERT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ALS2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BMPR2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICA1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WDR12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CD28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CTLA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ICOS,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PARD3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZDBF2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ADAM23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MYOSLID-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
METTL21A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CCNYL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PTH2R,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KANSL1L,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CPS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IKZF2,0.0,0.0,0.0,0.0,1.4142317,1.6027516,0.0
SPAG16,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNHG31,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATIC,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MREG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PECR,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TMEM169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01963,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DIRC3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TNS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SLC11A1,0.0,2.1210294,0.0,0.0,0.0,0.0,0.0
PLCD4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NHEJ1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TUBA4A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EPHA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGPP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AP1S3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SERPINE2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYAP2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RHBDD1,0.0,0.0,1.392192,0.64205253,0.0,0.0,0.0
COL4A4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL4A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MFF-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PID1,0.0,2.426752,0.0,1.6520717,0.0,0.0,0.0
FBXO36,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SP140,0.0,0.0,1.8821986,0.0,0.0,0.0,0.0
ITM2C,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GPR55,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMUR1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDE6D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFHD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01891,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC101927896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGAP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRC11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACKR3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COPS8-DT,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COL6A3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBM44,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SCLY,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRAF3IP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UICLM,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNED1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SNED1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDCD1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CHL1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ITPR1,0.0,0.87865436,2.547769,1.3261819,0.0,0.0,0.0
LOC124906209,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BHLHE40-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC105376944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LOC101927394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RAD18,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRGAP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TTLL3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL17RE,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FANCD2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IRAK2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ATG7,0.0,2.298366,0.0,1.5208731,0.0,0.0,0.0
VGLL4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PPARG,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WNT7A,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EAF1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
COLQ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BTD,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD28,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OXNAD1,1.4000249,0.0,0.0,0.0,0.0,0.0,1.3196149
DAZL,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SATB1,2.0974543,0.0,0.0,0.80034864,1.3167088,2.1416118,1.8936149
SATB1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KCNH8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGO1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SGO1-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZNF385D,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UBE2E2,0.0,2.1914146,2.602304,2.6411564,0.0,0.0,0.0
THRB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RARB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NEK10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EOMES,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01980,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LINC01967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CMC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZCWPW2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RBMS3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
