# macrophage,monocyte,stromal cell,smooth muscle cell,dendritic cell,plasma cell,erythroid lineage cell,T cell,endothelial cell,fibroblast,epithelial cell,mast cell,neutrophil,myeloid cell,renal intercalated cell,B cell,alternatively activated macrophage,neuron,mesothelial cell,basal cell,enterocyte,professional antigen presenting cell,mesenchymal stem cell,endocrine cell,erythroid progenitor cell,cord blood hematopoietic stem cell,primordial germ cell,oligodendrocyte,astrocyte,goblet cell,stratified epithelial cell,kidney loop of Henle epithelial cell,ventricular cardiac muscle cell,embryonic stem cell,epithelial cell of proximal tubule,epithelial cell of exocrine pancreas,pulmonary alveolar type 2 cell,chondrocyte,cell of skeletal muscle,acinar cell,peptic cell,thyroid follicular cell,Sertoli cell,inflammatory cell
5.515305000349579601e-03,9.894975322898957870e-03,4.619254563295482896e-03,7.197487792249934735e-03,7.419814944625624520e-03,5.418861489036808088e-03,9.970223257802834915e-03,6.240177644485700448e-03,4.336523222934207666e-03,6.554880549850872207e-03,5.706342749041581897e-03,1.576235120807933932e-02,8.490103117186675874e-03,3.279553173320237658e-02,1.287746947824486288e-02,1.095240362348737229e-02,1.951224867245449079e-02,9.233585261589016824e-03,1.981036734202390459e-02,1.356630811281889226e-02,1.110223024625156540e-16,2.486436305345618436e-02,7.364787438910447293e-03,1.114825105035788244e-02,1.624291397385146940e-02,2.328652250101614918e-02,1.530026747738044701e-02,1.726964593912050372e-02,1.683412602899836408e-02,6.620621864950604341e-03,1.156017504888529057e-02,1.076115900489849064e-02,2.902338894836631322e-02,5.750757363537106759e-02,2.128009898432126068e-02,3.023769198601422570e-02,1.313768903950418565e-02,1.948623950773853419e-02,2.349359387953942058e-02,1.650036240331487214e-02,2.068958774221263397e-02,2.030119101934413361e-02,2.498817150450616253e-02,1.018767825944177918e-01
3.014942893166028259e-02,1.410419984502420121e-02,2.859731463248027516e-02,2.604186958904475269e-02,1.959459910161343021e-02,2.028418523929476081e-02,1.820528378559582716e-02,2.072668362924079410e-02,3.087473168084708952e-02,2.983481019236688958e-02,3.594555027958989957e-02,1.572716257544193308e-02,1.560124964243814194e-02,1.327798130050283909e-02,1.490045317731603092e-02,1.464322647876037387e-02,1.117054483440671486e-02,2.690105233520334593e-02,1.425486599946712563e-02,1.889059730604603082e-02,2.486436305345618436e-02,3.330669073875469621e-15,2.501694327169801113e-02,2.074697374826017793e-02,1.146114085795368887e-02,9.789111917575032962e-03,2.571177315791139950e-02,1.759568566887392826e-02,1.958131786922900908e-02,1.955200159579051356e-02,1.955676688201624103e-02,2.003226384347944755e-02,2.042462267541156340e-02,3.697935973411259347e-02,2.288862884841957879e-02,1.840189823795101987e-02,1.495926584121487490e-02,1.537924479586161297e-02,2.312815383341482178e-02,1.902518300524247419e-02,1.603948517672704188e-02,1.286651424040108349e-02,2.387693169445959107e-02,6.712686287247704442e-02
5.389024869626002356e-03,9.469311970694338498e-03,4.663839416915060987e-03,3.742696656519384213e-03,7.292764647358729313e-03,1.083429210127040410e-02,5.248515790640673195e-03,6.769697148834019629e-03,6.377840465260575797e-03,4.862842230917152619e-03,8.414754229267407126e-03,1.977358217809921381e-02,6.896788639250583941e-03,3.352618874560220341e-02,1.286852662698734218e-02,1.410450582911337847e-02,1.985771826331783618e-02,3.544114761830252647e-03,1.789229659216562407e-02,1.240056396037647612e-02,7.364787438910447293e-03,2.501694327169801113e-02,2.331468351712828735e-15,8.166567222410714422e-03,1.546739766178817366e-02,2.388696601189366220e-02,9.382086266934042129e-03,1.346361220773162337e-02,1.386530157197574109e-02,1.100121593316305546e-02,9.040273781562246924e-03,1.275099134567525549e-02,2.398103679782870312e-02,5.368036363812167533e-02,1.708501075984725226e-02,3.000166715894181380e-02,1.159118112702928194e-02,1.656676744821061753e-02,1.742801446828579071e-02,1.485978438284807357e-02,2.094079701896367496e-02,1.938925983039774259e-02,1.957251327378439765e-02,1.023387905666928166e-01
1.292825546572917705e-02,1.041152906880338236e-02,1.125187025460139267e-02,1.070771722384855629e-02,1.082352350672499686e-02,1.271326377122983242e-02,8.718003608637503454e-03,1.038757912553434082e-02,1.321739545848710229e-02,1.256155288969040829e-02,1.773222997429002579e-02,1.652063071808940187e-02,8.866999391456187318e-03,2.586053462819604132e-02,1.074071834868561837e-02,1.349451754161423711e-02,1.627294387560795919e-02,8.554722962968552835e-03,1.417795716249314886e-02,1.172592085651236182e-02,1.114825105035788244e-02,2.074697374826017793e-02,8.166567222410714422e-03,2.553512956637860043e-15,1.310280894406945507e-02,1.931696174690256118e-02,1.114103640221686398e-02,1.162796905953145110e-02,1.215105175851882713e-02,9.752321496454774419e-03,1.101372069514050533e-02,1.308609662296478238e-02,1.911173873612748153e-02,4.076066466037508995e-02,1.293034138193094318e-02,2.044411457129846621e-02,1.114999759824342185e-02,1.211930143889872191e-02,1.536194714927197058e-02,9.810335236555278726e-03,1.320498118752777561e-02,1.435756196685922248e-02,1.569487111102629839e-02,8.646612451099078278e-02
2.046511112504179053e-02,1.019088164212700320e-02,1.848684160030633628e-02,1.614596658383704586e-02,1.283456911103597609e-02,1.448255996274117052e-02,1.061834115165816161e-02,1.314810517658859812e-02,2.072762769819103124e-02,1.977620685414360757e-02,2.545047126781307956e-02,1.378365424329242028e-02,9.339284388744761856e-03,1.710505263485262439e-02,1.130896974592365822e-02,1.134954914853902874e-02,1.137201959995992606e-02,1.720392426063199753e-02,1.188581411053402093e-02,1.293821852369558822e-02,1.624291397385146940e-02,1.146114085795368887e-02,1.546739766178817366e-02,1.310280894406945507e-02,4.218847493575594854e-15,9.304868232776652981e-03,1.616325473140545199e-02,1.414189570666424256e-02,1.478704769161609534e-02,1.313458194682382008e-02,1.298823557551320729e-02,1.504708591095604842e-02,1.860719911871067112e-02,3.823253864508024957e-02,1.715724773404525560e-02,1.777918583125792651e-02,1.124107332269386195e-02,1.271121351392490162e-02,1.722311133981069275e-02,1.439263299821424980e-02,1.446812229721039511e-02,1.222453667756251416e-02,1.872073835354681748e-02,7.613385335924749420e-02
2.912877569608274264e-02,1.339070796993013790e-02,2.703993582987829214e-02,2.413750118823432267e-02,1.869509244141032145e-02,1.882393494704948100e-02,1.769051305464663937e-02,1.963693767619323349e-02,2.958575088665416075e-02,2.809884299854048528e-02,3.459681564592353986e-02,1.541124085642664454e-02,1.505708083838042111e-02,1.378047234882906480e-02,1.372258222534694649e-02,1.392585404811885752e-02,1.122418802770897006e-02,2.557546697089074783e-02,1.331338813904925367e-02,1.780488781018685351e-02,2.328652250101614918e-02,9.789111917575032962e-03,2.388696601189366220e-02,1.931696174690256118e-02,9.304868232776652981e-03,8.881784197001252323e-16,2.314542173588840512e-02,1.809762275262172260e-02,1.939955972673312878e-02,1.786721159673188009e-02,1.777409465176815750e-02,1.854124661256018047e-02,1.942911039469819023e-02,3.395027677802675559e-02,1.971956566271215738e-02,1.650872242475220908e-02,1.408066640373994982e-02,1.500682272658615535e-02,2.149465176790810172e-02,1.805252995083828083e-02,1.447763218901410021e-02,1.269437291930475276e-02,2.002572943923008886e-02,6.642049891460133360e-02
1.593541401963083359e-02,1.485134063210369337e-02,1.408900402504387195e-02,1.170191817158783287e-02,1.483173295285056259e-02,1.724078225752079252e-02,1.006720921491011111e-02,1.412057175678316234e-02,1.680695272333621038e-02,1.217358226368825402e-02,1.793862285805514212e-02,2.275520815418274889e-02,1.293722343639092109e-02,3.105869059672217158e-02,1.586560786711121995e-02,1.861368359651427440e-02,2.054482879718766419e-02,1.081931774316191586e-02,1.662029203733528249e-02,1.637567830631792010e-02,1.530026747738044701e-02,2.571177315791139950e-02,9.382086266934042129e-03,1.114103640221686398e-02,1.616325473140545199e-02,2.314542173588840512e-02,1.665334536937734811e-15,1.424471248401382173e-02,1.448354865642831335e-02,1.599249237619282393e-02,1.275929159362609866e-02,1.834588500356937324e-02,1.886114127021498721e-02,3.991193890877808848e-02,1.332969331957001291e-02,2.498787135218250022e-02,1.619540366241956075e-02,1.522129626150259263e-02,1.250148744933365919e-02,1.304608952076469208e-02,2.009597403656926407e-02,1.881349345506277970e-02,1.303988394699073794e-02,8.838736137187186426e-02
1.907694736991361051e-02,1.279550510810367747e-02,1.722795271358279479e-02,1.572002020993990001e-02,1.689420078550984972e-02,1.839912268906818138e-02,1.094943628023214988e-02,1.611643717234123585e-02,1.976045959918326655e-02,1.861137448878169565e-02,2.486918980635222098e-02,1.955091649657747510e-02,1.162710407373768184e-02,2.213326234884827048e-02,1.323189859931095391e-02,1.676774386951096485e-02,1.417778276743297816e-02,1.278258831488654490e-02,1.260491222332882355e-02,1.579092543716043018e-02,1.726964593912050372e-02,1.759568566887392826e-02,1.346361220773162337e-02,1.162796905953145110e-02,1.414189570666424256e-02,1.809762275262172260e-02,1.424471248401382173e-02,6.661338147750939243e-16,4.604057356304203097e-03,1.591878183471728825e-02,1.430776326897387207e-02,1.639934835625178611e-02,1.682672334331536401e-02,3.767199081692762519e-02,1.724766700986701817e-02,2.098900026484729064e-02,1.247297559198612404e-02,1.388163496578331824e-02,1.557521115966087333e-02,1.209405097066906798e-02,1.579870559149210152e-02,1.285642399936093305e-02,1.609330033442757379e-02,8.217844061800627653e-02
1.824641588371755940e-02,1.442599479365602733e-02,1.851642942378184387e-02,1.590085923441642013e-02,1.770120672641184445e-02,1.758010055116043802e-02,1.128877249142112849e-02,1.685555573918062766e-02,1.892286036773294100e-02,1.802293013428313273e-02,2.402767343460909810e-02,2.046603444275996164e-02,1.226744068829954681e-02,2.417930336011542281e-02,1.448032099532681194e-02,1.580464558798910790e-02,1.594489707111557131e-02,1.357248611928263404e-02,1.453588846499909160e-02,1.604254831365603540e-02,1.683412602899836408e-02,1.958131786922900908e-02,1.386530157197574109e-02,1.215105175851882713e-02,1.478704769161609534e-02,1.939955972673312878e-02,1.448354865642831335e-02,4.604057356304203097e-03,1.554312234475219157e-15,1.700364278407073826e-02,1.519900525476369779e-02,1.602424242947309008e-02,1.691061274034799666e-02,3.882205608794087048e-02,1.765550657650816202e-02,2.212607551091183566e-02,1.318666076441299406e-02,1.491872280982553534e-02,1.594945635461952893e-02,1.130735690509787617e-02,1.696966000596566992e-02,1.490294596384611481e-02,1.581390968713825007e-02,8.279823330992508446e-02
1.190323613359012267e-02,8.806266225670267289e-03,9.001287164383753314e-03,1.077536213620688965e-02,8.253997452907446686e-03,6.970976448130050684e-03,1.068975372415192915e-02,7.771594478147902940e-03,9.755472707898782403e-03,1.288906075161011522e-02,1.302771736050167828e-02,1.036858753764580143e-02,8.932861112267653780e-03,2.392494547583079445e-02,9.285214609838110533e-03,1.005828340057546288e-02,1.383016310843376839e-02,1.306992165573317433e-02,1.378546637018585042e-02,9.400439849639008472e-03,6.620621864950604341e-03,1.955200159579051356e-02,1.100121593316305546e-02,9.752321496454774419e-03,1.313458194682382008e-02,1.786721159673188009e-02,1.599249237619282393e-02,1.591878183471728825e-02,1.700364278407073826e-02,0.000000000000000000e+00,9.785853293687307719e-03,9.885636301919076274e-03,2.336980115532405478e-02,4.523086894697825322e-02,1.717206642988144960e-02,2.170676544271143982e-02,1.015380247727493135e-02,1.258316509841472808e-02,1.963128996168439500e-02,1.419215944618545944e-02,1.250993703122904588e-02,1.364518990218055450e-02,2.067147019808679431e-02,8.804071855706652183e-02
1.259044072240822487e-02,9.537391941058848133e-03,1.126208186990862448e-02,7.851527493664689494e-03,8.657224805074359431e-03,1.010558615582357600e-02,1.011172941640958722e-02,9.196033356641986067e-03,1.305481828700028046e-02,1.030846570517662819e-02,1.577608384137507702e-02,1.424023034241483909e-02,8.633286918396043674e-03,2.355333716376206699e-02,9.604312748313970083e-03,1.146503465884385342e-02,1.204777588744554429e-02,1.264419822733908738e-02,1.097579923682479031e-02,6.574884099581734809e-03,1.156017504888529057e-02,1.955676688201624103e-02,9.040273781562246924e-03,1.101372069514050533e-02,1.298823557551320729e-02,1.777409465176815750e-02,1.275929159362609866e-02,1.430776326897387207e-02,1.519900525476369779e-02,9.785853293687307719e-03,1.776356839400250465e-15,1.081473396929366615e-02,2.031941196356124024e-02,4.496215051884400182e-02,1.654606690623194876e-02,2.217590941735303467e-02,6.535327593124584666e-03,1.143738392086002253e-02,1.791659514745780335e-02,1.586135162454671566e-02,1.532963673690557194e-02,1.198126374382002535e-02,1.760007491228365861e-02,8.892925113961802630e-02
1.087342762426279918e-02,9.741728580384578784e-03,1.504942481215287842e-02,1.270270841309095733e-02,8.117870972932150764e-03,9.541236974712763441e-03,1.284144038860168813e-02,8.273357794401747789e-03,1.156684535971774785e-02,1.377282762540354977e-02,1.449159457213422542e-02,1.375222697268585481e-02,1.131467425594401277e-02,2.288865235171189116e-02,4.848204430408342702e-03,8.510404964159445917e-03,1.448861907824794404e-02,1.535676966306454005e-02,1.468837975476433577e-02,1.004670266842244697e-02,1.076115900489849064e-02,2.003226384347944755e-02,1.275099134567525549e-02,1.308609662296478238e-02,1.504708591095604842e-02,1.854124661256018047e-02,1.834588500356937324e-02,1.639934835625178611e-02,1.602424242947309008e-02,9.885636301919076274e-03,1.081473396929366615e-02,7.771561172376095783e-16,2.364018899192898981e-02,4.642125102450844754e-02,1.679249871538746053e-02,2.289932809053973894e-02,1.098500520583012285e-02,1.331744063328854644e-02,2.105576296089717303e-02,1.445116410673807916e-02,1.513895698301215287e-02,1.362376808167198305e-02,2.118376662385701437e-02,8.672398223417043805e-02
3.317410583586766215e-02,2.024573785102923296e-02,3.012297255286944253e-02,2.716055085262847335e-02,2.481284766889557680e-02,2.612607139707689985e-02,1.872465902061870580e-02,2.554593194461229899e-02,3.293251731140889316e-02,3.225694404741463739e-02,3.912694022847285069e-02,2.138987119445867613e-02,2.104497730926535581e-02,2.109275703047053252e-02,1.809849208171776525e-02,2.261305364098231685e-02,1.679187802467285717e-02,2.530597780064247626e-02,1.385837451829941003e-02,1.918342568648101487e-02,2.902338894836631322e-02,2.042462267541156340e-02,2.398103679782870312e-02,1.911173873612748153e-02,1.860719911871067112e-02,1.942911039469819023e-02,1.886114127021498721e-02,1.682672334331536401e-02,1.691061274034799666e-02,2.336980115532405478e-02,2.031941196356124024e-02,2.364018899192898981e-02,3.885780586188047891e-15,2.424849783236648904e-02,1.501441194496377918e-02,1.825996089000581080e-02,1.779132589905607631e-02,1.202530787808087087e-02,1.160770224468965495e-02,1.366314963252457382e-02,1.809851845378951385e-02,1.621205563401384442e-02,1.125063646968693654e-02,6.756006331771613471e-02
6.442671003660127571e-02,4.572028621233359402e-02,6.142614846674598894e-02,5.782127496614897222e-02,5.214316968679888475e-02,5.213632439795456985e-02,4.677024983920929913e-02,5.344715011392853210e-02,6.412278673475291235e-02,6.295627233900591424e-02,7.060764663755436654e-02,4.116312906902508395e-02,4.761085775114881624e-02,3.184760274557085769e-02,3.933413329854718032e-02,4.478175518044724690e-02,3.706561901692273509e-02,5.545182513227286947e-02,3.200174860489191087e-02,4.199303577648672015e-02,5.750757363537106759e-02,3.697935973411259347e-02,5.368036363812167533e-02,4.076066466037508995e-02,3.823253864508024957e-02,3.395027677802675559e-02,3.991193890877808848e-02,3.767199081692762519e-02,3.882205608794087048e-02,4.523086894697825322e-02,4.496215051884400182e-02,4.642125102450844754e-02,2.424849783236648904e-02,5.218048215738235740e-15,2.966956968135303629e-02,2.655001190763772723e-02,4.176493019334259760e-02,2.959482710591931909e-02,2.864658225014804493e-02,3.182432294991466293e-02,3.008324077091217852e-02,3.470096617378726211e-02,2.539127741335689414e-02,5.393728911718542740e-02
2.411627793288151356e-02,1.550346626269616390e-02,2.234437827894175665e-02,2.021899537997950969e-02,1.776283864884309338e-02,2.027107181717557882e-02,1.541956841116876031e-02,1.811989438709848965e-02,2.390778836422779996e-02,2.388790267736073947e-02,2.940936715400854773e-02,1.945224591001348813e-02,1.641463003484133765e-02,2.472981423270725898e-02,1.234092679617848631e-02,1.856513947214499805e-02,1.906833103160399112e-02,1.846026528063138272e-02,1.383882553053539244e-02,1.780849872349066221e-02,2.128009898432126068e-02,2.288862884841957879e-02,1.708501075984725226e-02,1.293034138193094318e-02,1.715724773404525560e-02,1.971956566271215738e-02,1.332969331957001291e-02,1.724766700986701817e-02,1.765550657650816202e-02,1.717206642988144960e-02,1.654606690623194876e-02,1.679249871538746053e-02,1.501441194496377918e-02,2.966956968135303629e-02,3.552713678800500929e-15,1.863325603740317860e-02,1.637346356988522711e-02,1.199660498002586007e-02,1.187283374410219583e-02,1.089708810088185764e-02,1.582651284289915417e-02,1.670461311389415116e-02,1.037157741154315360e-02,7.360774768781841448e-02
3.692181901929636467e-02,2.114514576741555185e-02,3.435549279813066015e-02,3.117676400408242454e-02,2.617798467315091138e-02,2.552395102210069933e-02,2.528352946201373186e-02,2.729236936882450948e-02,3.694675323427387692e-02,3.613215243522660547e-02,4.277156094986733770e-02,1.850031014424680098e-02,2.363464625091016291e-02,1.550068165473639237e-02,1.700510765996043894e-02,2.009411851567666218e-02,1.499375279508374792e-02,3.189992744306380246e-02,1.518219115635199845e-02,2.026660540561930901e-02,3.023769198601422570e-02,1.840189823795101987e-02,3.000166715894181380e-02,2.044411457129846621e-02,1.777918583125792651e-02,1.650872242475220908e-02,2.498787135218250022e-02,2.098900026484729064e-02,2.212607551091183566e-02,2.170676544271143982e-02,2.217590941735303467e-02,2.289932809053973894e-02,1.825996089000581080e-02,2.655001190763772723e-02,1.863325603740317860e-02,3.774758283725532237e-15,1.867463571509375697e-02,1.497615388110473678e-02,2.080045650687878389e-02,1.735547188655994777e-02,1.248836497658556421e-02,1.507126242199119392e-02,1.903219493499841430e-02,5.669259500319079326e-02
1.557396176493353046e-02,8.890751144707387255e-03,1.408857333299962100e-02,1.092636293407822645e-02,9.609835384123965873e-03,1.094036678815701880e-02,1.011288731465898039e-02,1.016473546947194162e-02,1.564051409344646704e-02,1.450441350567055476e-02,2.046014361521542035e-02,1.157731108411530485e-02,8.490181968839771720e-03,1.900105711092159311e-02,8.734929894171017395e-03,1.015519215943250231e-02,7.007893140962173639e-03,1.394432775236531530e-02,1.001042864207357663e-02,7.432419857020922116e-03,1.313768903950418565e-02,1.495926584121487490e-02,1.159118112702928194e-02,1.114999759824342185e-02,1.124107332269386195e-02,1.408066640373994982e-02,1.619540366241956075e-02,1.247297559198612404e-02,1.318666076441299406e-02,1.015380247727493135e-02,6.535327593124584666e-03,1.098500520583012285e-02,1.779132589905607631e-02,4.176493019334259760e-02,1.637346356988522711e-02,1.867463571509375697e-02,2.109423746787797427e-15,1.056783978427100479e-02,1.758354839330833475e-02,1.406964514637332186e-02,1.233321398226150389e-02,9.104299169064966613e-03,1.765755716924888308e-02,8.324236918724525758e-02
2.226181174700248011e-02,1.211658621302935668e-02,2.080466020951421413e-02,1.852855227985783504e-02,1.452795888768887433e-02,1.589213748852214003e-02,1.295712965756823376e-02,1.515984599095809848e-02,2.220724556232245295e-02,2.205110471769344826e-02,2.735539325976266145e-02,1.315666503771162343e-02,1.309971125223574617e-02,1.743006009474556972e-02,9.796899292836225293e-03,1.273189455524204039e-02,1.156909577905718134e-02,1.890016075337974666e-02,9.091020890394041487e-03,9.808383632117445572e-03,1.948623950773853419e-02,1.537924479586161297e-02,1.656676744821061753e-02,1.211930143889872191e-02,1.271121351392490162e-02,1.500682272658615535e-02,1.522129626150259263e-02,1.388163496578331824e-02,1.491872280982553534e-02,1.258316509841472808e-02,1.143738392086002253e-02,1.331744063328854644e-02,1.202530787808087087e-02,2.959482710591931909e-02,1.199660498002586007e-02,1.497615388110473678e-02,1.056783978427100479e-02,2.886579864025407005e-15,1.213494488235067337e-02,1.130663962096467579e-02,1.220878466050845379e-02,9.799666187218281088e-03,1.307660656457743098e-02,7.237228489643154905e-02
2.584433684474651827e-02,1.756390389167694632e-02,2.290377297910706211e-02,2.059518088279732595e-02,1.998668025007366289e-02,2.329741268698060086e-02,1.367423483753738012e-02,2.016421098699261449e-02,2.517064919724332217e-02,2.517056469581613332e-02,3.126480806230025333e-02,2.252402440612411016e-02,1.788199048495375809e-02,2.607673573120872224e-02,1.713046762140169044e-02,2.136815159072524839e-02,1.968178139839538154e-02,1.808833285209798802e-02,1.418682917327940274e-02,1.849728013107654334e-02,2.349359387953942058e-02,2.312815383341482178e-02,1.742801446828579071e-02,1.536194714927197058e-02,1.722311133981069275e-02,2.149465176790810172e-02,1.250148744933365919e-02,1.557521115966087333e-02,1.594945635461952893e-02,1.963128996168439500e-02,1.791659514745780335e-02,2.105576296089717303e-02,1.160770224468965495e-02,2.864658225014804493e-02,1.187283374410219583e-02,2.080045650687878389e-02,1.758354839330833475e-02,1.213494488235067337e-02,4.107825191113079200e-15,1.146397304919666293e-02,1.871220558161779124e-02,1.767527223038622974e-02,1.119155177906527854e-02,7.553698090028404533e-02
1.976708485309763841e-02,1.337425255797430879e-02,2.008259724182115402e-02,1.839264851808375401e-02,1.655520301421964380e-02,1.690639962502937799e-02,1.246886806981184481e-02,1.612368217023152361e-02,2.004775185341234334e-02,1.958516430028067745e-02,2.546120986340361103e-02,1.858924878493151134e-02,1.352525682845617805e-02,2.248863650256094360e-02,1.279550872597290390e-02,1.465228046805644446e-02,1.638023353535456028e-02,1.541597590855492417e-02,1.309641847343523402e-02,1.549769979613135895e-02,1.650036240331487214e-02,1.902518300524247419e-02,1.485978438284807357e-02,9.810335236555278726e-03,1.439263299821424980e-02,1.805252995083828083e-02,1.304608952076469208e-02,1.209405097066906798e-02,1.130735690509787617e-02,1.419215944618545944e-02,1.586135162454671566e-02,1.445116410673807916e-02,1.366314963252457382e-02,3.182432294991466293e-02,1.089708810088185764e-02,1.735547188655994777e-02,1.406964514637332186e-02,1.130663962096467579e-02,1.146397304919666293e-02,2.886579864025407005e-15,1.438087774521901174e-02,1.409062565587893001e-02,1.240596377015934504e-02,7.648216615556213682e-02
2.551133431122853956e-02,1.398365856434125032e-02,2.436790804385424725e-02,2.168314645210667191e-02,1.701010196980889955e-02,1.755237665657394253e-02,1.755849587093560871e-02,1.706768193176877446e-02,2.572372271374767649e-02,2.560064355168456540e-02,3.056803607278735235e-02,1.401450464120979067e-02,1.543084556808904662e-02,1.618932685615481759e-02,1.178686988171362415e-02,1.406541398793226261e-02,1.149150593025050071e-02,2.275972697794748090e-02,1.211304909197286062e-02,1.317775718898395176e-02,2.068958774221263397e-02,1.603948517672704188e-02,2.094079701896367496e-02,1.320498118752777561e-02,1.446812229721039511e-02,1.447763218901410021e-02,2.009597403656926407e-02,1.579870559149210152e-02,1.696966000596566992e-02,1.250993703122904588e-02,1.532963673690557194e-02,1.513895698301215287e-02,1.809851845378951385e-02,3.008324077091217852e-02,1.582651284289915417e-02,1.248836497658556421e-02,1.233321398226150389e-02,1.220878466050845379e-02,1.871220558161779124e-02,1.438087774521901174e-02,4.551914400963141816e-15,1.125233846963746842e-02,1.722458046169461632e-02,6.692455149172993334e-02
2.440843017390970093e-02,1.201878315338678060e-02,2.256765257007553593e-02,1.997303673828265680e-02,1.588365152078807796e-02,1.638173714565582806e-02,1.513216067362876949e-02,1.601134094206013714e-02,2.432955448039142432e-02,2.370354404681385141e-02,2.995528946766834455e-02,1.308411965927924747e-02,1.308474463723163783e-02,1.413035940516893518e-02,9.041328994075836789e-03,1.254062532483923853e-02,8.223191162686771527e-03,2.139364672112176180e-02,8.640455961910320504e-03,1.164077424320486553e-02,2.030119101934413361e-02,1.286651424040108349e-02,1.938925983039774259e-02,1.435756196685922248e-02,1.222453667756251416e-02,1.269437291930475276e-02,1.881349345506277970e-02,1.285642399936093305e-02,1.490294596384611481e-02,1.364518990218055450e-02,1.198126374382002535e-02,1.362376808167198305e-02,1.621205563401384442e-02,3.470096617378726211e-02,1.670461311389415116e-02,1.507126242199119392e-02,9.104299169064966613e-03,9.799666187218281088e-03,1.767527223038622974e-02,1.409062565587893001e-02,1.125233846963746842e-02,2.997602166487922659e-15,1.752815223069870143e-02,7.123589457219348109e-02
2.850550051297429111e-02,1.882165237685196058e-02,2.595977339006427798e-02,2.330077345305869851e-02,2.217160775805593342e-02,2.401723811905809303e-02,1.716756993059020964e-02,2.234535779040491832e-02,2.880719210409110609e-02,2.649523046414614669e-02,3.317558087731786731e-02,2.243310458083702663e-02,1.892205338974184414e-02,2.441848321083717188e-02,1.654632184568005648e-02,2.151526383945390197e-02,1.987121249621992547e-02,2.135508840628597138e-02,1.448962408749721043e-02,1.866941387547205178e-02,2.498817150450616253e-02,2.387693169445959107e-02,1.957251327378439765e-02,1.569487111102629839e-02,1.872073835354681748e-02,2.002572943923008886e-02,1.303988394699073794e-02,1.609330033442757379e-02,1.581390968713825007e-02,2.067147019808679431e-02,1.760007491228365861e-02,2.118376662385701437e-02,1.125063646968693654e-02,2.539127741335689414e-02,1.037157741154315360e-02,1.903219493499841430e-02,1.765755716924888308e-02,1.307660656457743098e-02,1.119155177906527854e-02,1.240596377015934504e-02,1.722458046169461632e-02,1.752815223069870143e-02,4.107825191113079200e-15,7.110656824204497628e-02
1.114229690106296466e-01,8.536305944160582637e-02,1.083518121463242778e-01,1.038609295679955302e-01,9.390452104078450546e-02,9.344883770118428412e-02,9.249879165328556141e-02,9.675437313951640306e-02,1.114901344366735492e-01,1.105642584571859821e-01,1.181821059643469729e-01,7.633712774422052316e-02,8.914852394275596392e-02,5.620745907799795660e-02,7.808741045631861777e-02,8.523915423152816917e-02,7.121958912015524668e-02,1.044250316926574884e-01,7.063689850403165327e-02,8.602908597589820072e-02,1.018767825944177918e-01,6.712686287247704442e-02,1.023387905666928166e-01,8.646612451099078278e-02,7.613385335924749420e-02,6.642049891460133360e-02,8.838736137187186426e-02,8.217844061800627653e-02,8.279823330992508446e-02,8.804071855706652183e-02,8.892925113961802630e-02,8.672398223417043805e-02,6.756006331771613471e-02,5.393728911718542740e-02,7.360774768781841448e-02,5.669259500319079326e-02,8.324236918724525758e-02,7.237228489643154905e-02,7.553698090028404533e-02,7.648216615556213682e-02,6.692455149172993334e-02,7.123589457219348109e-02,7.110656824204497628e-02,0.000000000000000000e+00
